type time node value
residual 5387902000000 0 20.823333333 
voltage 5387902000000 0 2.933232888 
voltage_min 5387902000000 0 2.598233333 
voltage_max 5387902000000 0 2.958465000 
residual 5418002000000 0 20.800000000 
voltage 5418002000000 0 2.932999554 
voltage_min 5418002000000 0 2.598000000 
voltage_max 5418002000000 0 2.958231667 
residual 5448102000000 0 20.776666667 
voltage 5448102000000 0 2.932766221 
voltage_min 5448102000000 0 2.597766667 
voltage_max 5448102000000 0 2.957998333 
residual 5478202000000 0 20.753333333 
voltage 5478202000000 0 2.932532888 
voltage_min 5478202000000 0 2.597533333 
voltage_max 5478202000000 0 2.957765000 
residual 5508302000000 0 20.730000000 
voltage 5508302000000 0 2.932299554 
voltage_min 5508302000000 0 2.597300000 
voltage_max 5508302000000 0 2.957531667 
residual 5538402000000 0 20.706666667 
voltage 5538402000000 0 2.932066221 
voltage_min 5538402000000 0 2.597066667 
voltage_max 5538402000000 0 2.957298333 
residual 5568502000000 0 20.683333333 
voltage 5568502000000 0 2.931832888 
voltage_min 5568502000000 0 2.596833333 
voltage_max 5568502000000 0 2.957065000 
residual 5598602000000 0 20.660000000 
voltage 5598602000000 0 2.931599554 
voltage_min 5598602000000 0 2.596600000 
voltage_max 5598602000000 0 2.956831667 
residual 5628702000000 0 20.636666667 
voltage 5628702000000 0 2.931366221 
voltage_min 5628702000000 0 2.596366667 
voltage_max 5628702000000 0 2.956598333 
residual 5658802000000 0 20.613333333 
voltage 5658802000000 0 2.931132888 
voltage_min 5658802000000 0 2.596133333 
voltage_max 5658802000000 0 2.956365000 
residual 5688902000000 0 20.590000000 
voltage 5688902000000 0 2.930899554 
voltage_min 5688902000000 0 2.595900000 
voltage_max 5688902000000 0 2.956131667 
residual 5719002000000 0 20.566666667 
voltage 5719002000000 0 2.930666221 
voltage_min 5719002000000 0 2.595666667 
voltage_max 5719002000000 0 2.955898333 
residual 5749102000000 0 20.543333333 
voltage 5749102000000 0 2.930432888 
voltage_min 5749102000000 0 2.595433333 
voltage_max 5749102000000 0 2.955665000 
residual 5779202000000 0 20.520000000 
voltage 5779202000000 0 2.930199554 
voltage_min 5779202000000 0 2.595200000 
voltage_max 5779202000000 0 2.955431667 
residual 5809302000000 0 20.496666667 
voltage 5809302000000 0 2.929966221 
voltage_min 5809302000000 0 2.594966667 
voltage_max 5809302000000 0 2.955198333 
residual 5839402000000 0 20.473333333 
voltage 5839402000000 0 2.929732888 
voltage_min 5839402000000 0 2.594733333 
voltage_max 5839402000000 0 2.954965000 
residual 5869502000000 0 20.450000000 
voltage 5869502000000 0 2.929499554 
voltage_min 5869502000000 0 2.594500000 
voltage_max 5869502000000 0 2.954731667 
residual 5899602000000 0 20.426666667 
voltage 5899602000000 0 2.929266221 
voltage_min 5899602000000 0 2.594266667 
voltage_max 5899602000000 0 2.954498333 
residual 5929702000000 0 20.403333333 
voltage 5929702000000 0 2.929032888 
voltage_min 5929702000000 0 2.594033333 
voltage_max 5929702000000 0 2.954265000 
residual 5959802000000 0 20.380000000 
voltage 5959802000000 0 2.928799554 
voltage_min 5959802000000 0 2.593800000 
voltage_max 5959802000000 0 2.954031667 
residual 5989902000000 0 20.356666667 
voltage 5989902000000 0 2.928566221 
voltage_min 5989902000000 0 2.593566667 
voltage_max 5989902000000 0 2.953798333 
residual 6020002000000 0 20.333333333 
voltage 6020002000000 0 2.928332888 
voltage_min 6020002000000 0 2.593333333 
voltage_max 6020002000000 0 2.953565000 
residual 6050102000000 0 20.310000000 
voltage 6050102000000 0 2.928099554 
voltage_min 6050102000000 0 2.593100000 
voltage_max 6050102000000 0 2.953331667 
residual 6080202000000 0 20.286666667 
voltage 6080202000000 0 2.927866221 
voltage_min 6080202000000 0 2.592866667 
voltage_max 6080202000000 0 2.953098333 
residual 6110302000000 0 20.263333333 
voltage 6110302000000 0 2.927632888 
voltage_min 6110302000000 0 2.592633333 
voltage_max 6110302000000 0 2.952865000 
residual 6140402000000 0 20.240000000 
voltage 6140402000000 0 2.927399554 
voltage_min 6140402000000 0 2.592400000 
voltage_max 6140402000000 0 2.952631667 
residual 6170502000000 0 20.216666667 
voltage 6170502000000 0 2.927166221 
voltage_min 6170502000000 0 2.592166667 
voltage_max 6170502000000 0 2.952398333 
residual 6200602000000 0 20.193333333 
voltage 6200602000000 0 2.926932888 
voltage_min 6200602000000 0 2.591933333 
voltage_max 6200602000000 0 2.952165000 
residual 6230702000000 0 20.170000000 
voltage 6230702000000 0 2.926699554 
voltage_min 6230702000000 0 2.591700000 
voltage_max 6230702000000 0 2.951931667 
residual 6260802000000 0 20.146666667 
voltage 6260802000000 0 2.926466221 
voltage_min 6260802000000 0 2.591466667 
voltage_max 6260802000000 0 2.951698333 
residual 6290902000000 0 20.123333333 
voltage 6290902000000 0 2.926232888 
voltage_min 6290902000000 0 2.591233333 
voltage_max 6290902000000 0 2.951465000 
residual 6321002000000 0 20.100000000 
voltage 6321002000000 0 2.925999554 
voltage_min 6321002000000 0 2.591000000 
voltage_max 6321002000000 0 2.951231667 
residual 6351102000000 0 20.076666667 
voltage 6351102000000 0 2.925766221 
voltage_min 6351102000000 0 2.590766667 
voltage_max 6351102000000 0 2.950998333 
residual 6381202000000 0 20.053333333 
voltage 6381202000000 0 2.925532888 
voltage_min 6381202000000 0 2.590533333 
voltage_max 6381202000000 0 2.950765000 
residual 6411302000000 0 20.030000000 
voltage 6411302000000 0 2.925299554 
voltage_min 6411302000000 0 2.590300000 
voltage_max 6411302000000 0 2.950531667 
residual 6441402000000 0 20.006666667 
voltage 6441402000000 0 2.925066221 
voltage_min 6441402000000 0 2.590066667 
voltage_max 6441402000000 0 2.950298333 
residual 6471502000000 0 19.983333333 
voltage 6471502000000 0 2.924832888 
voltage_min 6471502000000 0 2.589833333 
voltage_max 6471502000000 0 2.950065000 
residual 6501602000000 0 19.960000000 
voltage 6501602000000 0 2.924599554 
voltage_min 6501602000000 0 2.589600000 
voltage_max 6501602000000 0 2.949831667 
residual 6531702000000 0 19.936666667 
voltage 6531702000000 0 2.924366221 
voltage_min 6531702000000 0 2.589366667 
voltage_max 6531702000000 0 2.949598333 
residual 6561802000000 0 19.913333333 
voltage 6561802000000 0 2.924132888 
voltage_min 6561802000000 0 2.589133333 
voltage_max 6561802000000 0 2.949365000 
residual 6591902000000 0 19.890000000 
voltage 6591902000000 0 2.923899554 
voltage_min 6591902000000 0 2.588900000 
voltage_max 6591902000000 0 2.949131667 
residual 6622002000000 0 19.866666667 
voltage 6622002000000 0 2.923666221 
voltage_min 6622002000000 0 2.588666667 
voltage_max 6622002000000 0 2.948898333 
residual 6652102000000 0 19.843333333 
voltage 6652102000000 0 2.923432888 
voltage_min 6652102000000 0 2.588433333 
voltage_max 6652102000000 0 2.948665000 
residual 6682202000000 0 19.820000000 
voltage 6682202000000 0 2.923199554 
voltage_min 6682202000000 0 2.588200000 
voltage_max 6682202000000 0 2.948431667 
residual 6712302000000 0 19.796666667 
voltage 6712302000000 0 2.922966221 
voltage_min 6712302000000 0 2.587966667 
voltage_max 6712302000000 0 2.948198333 
residual 6742402000000 0 19.773333333 
voltage 6742402000000 0 2.922732888 
voltage_min 6742402000000 0 2.587733333 
voltage_max 6742402000000 0 2.947965000 
residual 6772502000000 0 19.750000000 
voltage 6772502000000 0 2.922499554 
voltage_min 6772502000000 0 2.587500000 
voltage_max 6772502000000 0 2.947731667 
residual 6802602000000 0 19.726666667 
voltage 6802602000000 0 2.922266221 
voltage_min 6802602000000 0 2.587266667 
voltage_max 6802602000000 0 2.947498333 
residual 6832702000000 0 19.703333333 
voltage 6832702000000 0 2.922032888 
voltage_min 6832702000000 0 2.587033333 
voltage_max 6832702000000 0 2.947265000 
residual 6862802000000 0 19.680000000 
voltage 6862802000000 0 2.921799554 
voltage_min 6862802000000 0 2.586800000 
voltage_max 6862802000000 0 2.947031667 
residual 6892902000000 0 19.656666667 
voltage 6892902000000 0 2.921566221 
voltage_min 6892902000000 0 2.586566667 
voltage_max 6892902000000 0 2.946798333 
residual 6923002000000 0 19.633333333 
voltage 6923002000000 0 2.921332888 
voltage_min 6923002000000 0 2.586333333 
voltage_max 6923002000000 0 2.946565000 
residual 6953102000000 0 19.610000000 
voltage 6953102000000 0 2.921099554 
voltage_min 6953102000000 0 2.586100000 
voltage_max 6953102000000 0 2.946331667 
residual 6983202000000 0 19.586666667 
voltage 6983202000000 0 2.920866221 
voltage_min 6983202000000 0 2.585866667 
voltage_max 6983202000000 0 2.946098333 
residual 7013302000000 0 19.563333333 
voltage 7013302000000 0 2.920632888 
voltage_min 7013302000000 0 2.585633333 
voltage_max 7013302000000 0 2.945865000 
residual 7043402000000 0 19.540000000 
voltage 7043402000000 0 2.920399554 
voltage_min 7043402000000 0 2.585400000 
voltage_max 7043402000000 0 2.945631667 
residual 7073502000000 0 19.516666667 
voltage 7073502000000 0 2.920166221 
voltage_min 7073502000000 0 2.585166667 
voltage_max 7073502000000 0 2.945398333 
residual 7103602000000 0 19.493333333 
voltage 7103602000000 0 2.919932888 
voltage_min 7103602000000 0 2.584933333 
voltage_max 7103602000000 0 2.945165000 
residual 7133702000000 0 19.470000000 
voltage 7133702000000 0 2.919699554 
voltage_min 7133702000000 0 2.584700000 
voltage_max 7133702000000 0 2.944931667 
residual 7163802000000 0 19.446666667 
voltage 7163802000000 0 2.919466221 
voltage_min 7163802000000 0 2.584466667 
voltage_max 7163802000000 0 2.944698333 
residual 7193902000000 0 19.423333333 
voltage 7193902000000 0 2.919232888 
voltage_min 7193902000000 0 2.584233333 
voltage_max 7193902000000 0 2.944465000 
residual 7224002000000 0 19.400000000 
voltage 7224002000000 0 2.918999554 
voltage_min 7224002000000 0 2.584000000 
voltage_max 7224002000000 0 2.944231667 
residual 7254102000000 0 19.376666667 
voltage 7254102000000 0 2.918766221 
voltage_min 7254102000000 0 2.583766667 
voltage_max 7254102000000 0 2.943998333 
residual 7284202000000 0 19.353333333 
voltage 7284202000000 0 2.918532888 
voltage_min 7284202000000 0 2.583533333 
voltage_max 7284202000000 0 2.943765000 
residual 7314302000000 0 19.330000000 
voltage 7314302000000 0 2.918299554 
voltage_min 7314302000000 0 2.583300000 
voltage_max 7314302000000 0 2.943531667 
residual 7344402000000 0 19.306666667 
voltage 7344402000000 0 2.918066221 
voltage_min 7344402000000 0 2.583066667 
voltage_max 7344402000000 0 2.943298333 
residual 7374502000000 0 19.283333333 
voltage 7374502000000 0 2.917832888 
voltage_min 7374502000000 0 2.582833333 
voltage_max 7374502000000 0 2.943065000 
residual 7404602000000 0 19.260000000 
voltage 7404602000000 0 2.917599554 
voltage_min 7404602000000 0 2.582600000 
voltage_max 7404602000000 0 2.942831667 
residual 7434702000000 0 19.236666667 
voltage 7434702000000 0 2.917366221 
voltage_min 7434702000000 0 2.582366667 
voltage_max 7434702000000 0 2.942598333 
residual 7464802000000 0 19.213333333 
voltage 7464802000000 0 2.917132888 
voltage_min 7464802000000 0 2.582133333 
voltage_max 7464802000000 0 2.942365000 
residual 7494902000000 0 19.190000000 
voltage 7494902000000 0 2.916899554 
voltage_min 7494902000000 0 2.581900000 
voltage_max 7494902000000 0 2.942131667 
residual 7525002000000 0 19.166666667 
voltage 7525002000000 0 2.916666221 
voltage_min 7525002000000 0 2.581666667 
voltage_max 7525002000000 0 2.941898333 
residual 7555102000000 0 19.143333333 
voltage 7555102000000 0 2.916432888 
voltage_min 7555102000000 0 2.581433333 
voltage_max 7555102000000 0 2.941665000 
residual 7585202000000 0 19.120000000 
voltage 7585202000000 0 2.916199554 
voltage_min 7585202000000 0 2.581200000 
voltage_max 7585202000000 0 2.941431667 
residual 7615302000000 0 19.096666667 
voltage 7615302000000 0 2.915966221 
voltage_min 7615302000000 0 2.580966667 
voltage_max 7615302000000 0 2.941198333 
residual 7645402000000 0 19.073333333 
voltage 7645402000000 0 2.915732888 
voltage_min 7645402000000 0 2.580733333 
voltage_max 7645402000000 0 2.940965000 
residual 7675502000000 0 19.050000000 
voltage 7675502000000 0 2.915499554 
voltage_min 7675502000000 0 2.580500000 
voltage_max 7675502000000 0 2.940731667 
residual 7705602000000 0 19.026666667 
voltage 7705602000000 0 2.915266221 
voltage_min 7705602000000 0 2.580266667 
voltage_max 7705602000000 0 2.940498333 
residual 7735702000000 0 19.003333333 
voltage 7735702000000 0 2.915032888 
voltage_min 7735702000000 0 2.580033333 
voltage_max 7735702000000 0 2.940265000 
residual 7765802000000 0 18.980000000 
voltage 7765802000000 0 2.914799554 
voltage_min 7765802000000 0 2.579800000 
voltage_max 7765802000000 0 2.940031667 
residual 7795902000000 0 18.956666667 
voltage 7795902000000 0 2.914566221 
voltage_min 7795902000000 0 2.579566667 
voltage_max 7795902000000 0 2.939798333 
residual 7826002000000 0 18.933333333 
voltage 7826002000000 0 2.914332888 
voltage_min 7826002000000 0 2.579333333 
voltage_max 7826002000000 0 2.939565000 
residual 7856102000000 0 18.910000000 
voltage 7856102000000 0 2.914099554 
voltage_min 7856102000000 0 2.579100000 
voltage_max 7856102000000 0 2.939331667 
residual 7886202000000 0 18.886666667 
voltage 7886202000000 0 2.913866221 
voltage_min 7886202000000 0 2.578866667 
voltage_max 7886202000000 0 2.939098333 
residual 7916302000000 0 18.863333333 
voltage 7916302000000 0 2.913632888 
voltage_min 7916302000000 0 2.578633333 
voltage_max 7916302000000 0 2.938865000 
residual 7946402000000 0 18.840000000 
voltage 7946402000000 0 2.913399554 
voltage_min 7946402000000 0 2.578400000 
voltage_max 7946402000000 0 2.938631667 
residual 7976502000000 0 18.816666667 
voltage 7976502000000 0 2.913166221 
voltage_min 7976502000000 0 2.578166667 
voltage_max 7976502000000 0 2.938398333 
residual 8006602000000 0 18.793333333 
voltage 8006602000000 0 2.912932888 
voltage_min 8006602000000 0 2.577933333 
voltage_max 8006602000000 0 2.938165000 
residual 8036702000000 0 18.770000000 
voltage 8036702000000 0 2.912699554 
voltage_min 8036702000000 0 2.577700000 
voltage_max 8036702000000 0 2.937931667 
residual 8066802000000 0 18.746666667 
voltage 8066802000000 0 2.912466221 
voltage_min 8066802000000 0 2.577466667 
voltage_max 8066802000000 0 2.937698333 
residual 8096902000000 0 18.723333333 
voltage 8096902000000 0 2.912232888 
voltage_min 8096902000000 0 2.577233333 
voltage_max 8096902000000 0 2.937465000 
residual 8127002000000 0 18.700000000 
voltage 8127002000000 0 2.911999554 
voltage_min 8127002000000 0 2.577000000 
voltage_max 8127002000000 0 2.937231667 
residual 8157102000000 0 18.676666667 
voltage 8157102000000 0 2.911766221 
voltage_min 8157102000000 0 2.576766667 
voltage_max 8157102000000 0 2.936998333 
residual 8187202000000 0 18.653333333 
voltage 8187202000000 0 2.911532888 
voltage_min 8187202000000 0 2.576533333 
voltage_max 8187202000000 0 2.936765000 
residual 8217302000000 0 18.630000000 
voltage 8217302000000 0 2.911299554 
voltage_min 8217302000000 0 2.576300000 
voltage_max 8217302000000 0 2.936531667 
residual 8247402000000 0 18.606666667 
voltage 8247402000000 0 2.911066221 
voltage_min 8247402000000 0 2.576066667 
voltage_max 8247402000000 0 2.936298333 
residual 8277502000000 0 18.583333333 
voltage 8277502000000 0 2.910832888 
voltage_min 8277502000000 0 2.575833333 
voltage_max 8277502000000 0 2.936065000 
residual 8307602000000 0 18.560000000 
voltage 8307602000000 0 2.910599554 
voltage_min 8307602000000 0 2.575600000 
voltage_max 8307602000000 0 2.935831667 
residual 8337702000000 0 18.536666667 
voltage 8337702000000 0 2.910366221 
voltage_min 8337702000000 0 2.575366667 
voltage_max 8337702000000 0 2.935598333 
residual 8367802000000 0 18.513333333 
voltage 8367802000000 0 2.910132888 
voltage_min 8367802000000 0 2.575133333 
voltage_max 8367802000000 0 2.935365000 
residual 8397902000000 0 18.490000000 
voltage 8397902000000 0 2.909899554 
voltage_min 8397902000000 0 2.574900000 
voltage_max 8397902000000 0 2.935131667 
residual 8428002000000 0 18.466666667 
voltage 8428002000000 0 2.909666221 
voltage_min 8428002000000 0 2.574666667 
voltage_max 8428002000000 0 2.934898333 
residual 8458102000000 0 18.443333333 
voltage 8458102000000 0 2.909432888 
voltage_min 8458102000000 0 2.574433333 
voltage_max 8458102000000 0 2.934665000 
residual 8488202000000 0 18.420000000 
voltage 8488202000000 0 2.909199554 
voltage_min 8488202000000 0 2.574200000 
voltage_max 8488202000000 0 2.934431667 
residual 8518302000000 0 18.396666667 
voltage 8518302000000 0 2.908966221 
voltage_min 8518302000000 0 2.573966667 
voltage_max 8518302000000 0 2.934198333 
residual 8548402000000 0 18.373333333 
voltage 8548402000000 0 2.908732888 
voltage_min 8548402000000 0 2.573733333 
voltage_max 8548402000000 0 2.933965000 
residual 8578502000000 0 18.350000000 
voltage 8578502000000 0 2.908499554 
voltage_min 8578502000000 0 2.573500000 
voltage_max 8578502000000 0 2.933731667 
residual 8608602000000 0 18.326666667 
voltage 8608602000000 0 2.908266221 
voltage_min 8608602000000 0 2.573266667 
voltage_max 8608602000000 0 2.933498333 
residual 8638702000000 0 18.303333333 
voltage 8638702000000 0 2.908032888 
voltage_min 8638702000000 0 2.573033333 
voltage_max 8638702000000 0 2.933265000 
residual 8668802000000 0 18.280000000 
voltage 8668802000000 0 2.907799554 
voltage_min 8668802000000 0 2.572800000 
voltage_max 8668802000000 0 2.933031667 
residual 8698902000000 0 18.256666667 
voltage 8698902000000 0 2.907566221 
voltage_min 8698902000000 0 2.572566667 
voltage_max 8698902000000 0 2.932798333 
residual 8729002000000 0 18.233333333 
voltage 8729002000000 0 2.907332888 
voltage_min 8729002000000 0 2.572333333 
voltage_max 8729002000000 0 2.932565000 
residual 8759102000000 0 18.210000000 
voltage 8759102000000 0 2.907099554 
voltage_min 8759102000000 0 2.572100000 
voltage_max 8759102000000 0 2.932331667 
residual 8789202000000 0 18.186666667 
voltage 8789202000000 0 2.906866221 
voltage_min 8789202000000 0 2.571866667 
voltage_max 8789202000000 0 2.932098333 
residual 8819302000000 0 18.163333333 
voltage 8819302000000 0 2.906632888 
voltage_min 8819302000000 0 2.571633333 
voltage_max 8819302000000 0 2.931865000 
residual 8849402000000 0 18.140000000 
voltage 8849402000000 0 2.906399554 
voltage_min 8849402000000 0 2.571400000 
voltage_max 8849402000000 0 2.931631667 
residual 8879502000000 0 18.116666667 
voltage 8879502000000 0 2.906166221 
voltage_min 8879502000000 0 2.571166667 
voltage_max 8879502000000 0 2.931398333 
residual 8909602000000 0 18.093333333 
voltage 8909602000000 0 2.905932888 
voltage_min 8909602000000 0 2.570933333 
voltage_max 8909602000000 0 2.931165000 
residual 8939702000000 0 18.070000000 
voltage 8939702000000 0 2.905699554 
voltage_min 8939702000000 0 2.570700000 
voltage_max 8939702000000 0 2.930931667 
residual 8969802000000 0 18.046666667 
voltage 8969802000000 0 2.905466221 
voltage_min 8969802000000 0 2.570466667 
voltage_max 8969802000000 0 2.930698333 
residual 8999902000000 0 18.023333333 
voltage 8999902000000 0 2.905232888 
voltage_min 8999902000000 0 2.570233333 
voltage_max 8999902000000 0 2.930465000 
residual 9030002000000 0 18.000000000 
voltage 9030002000000 0 2.904999554 
voltage_min 9030002000000 0 2.570000000 
voltage_max 9030002000000 0 2.930231667 
residual 9060102000000 0 17.976666667 
voltage 9060102000000 0 2.904766221 
voltage_min 9060102000000 0 2.569766667 
voltage_max 9060102000000 0 2.929998333 
residual 9090202000000 0 17.953333333 
voltage 9090202000000 0 2.904532888 
voltage_min 9090202000000 0 2.569533333 
voltage_max 9090202000000 0 2.929765000 
residual 9120302000000 0 17.930000000 
voltage 9120302000000 0 2.904299554 
voltage_min 9120302000000 0 2.569300000 
voltage_max 9120302000000 0 2.929531667 
residual 9150402000000 0 17.906666667 
voltage 9150402000000 0 2.904066221 
voltage_min 9150402000000 0 2.569066667 
voltage_max 9150402000000 0 2.929298333 
residual 9180502000000 0 17.883333333 
voltage 9180502000000 0 2.903832888 
voltage_min 9180502000000 0 2.568833333 
voltage_max 9180502000000 0 2.929065000 
residual 9210602000000 0 17.860000000 
voltage 9210602000000 0 2.903599554 
voltage_min 9210602000000 0 2.568600000 
voltage_max 9210602000000 0 2.928831667 
residual 9240702000000 0 17.836666667 
voltage 9240702000000 0 2.903366221 
voltage_min 9240702000000 0 2.568366667 
voltage_max 9240702000000 0 2.928598333 
residual 9270802000000 0 17.813333333 
voltage 9270802000000 0 2.903132888 
voltage_min 9270802000000 0 2.568133333 
voltage_max 9270802000000 0 2.928365000 
residual 9300902000000 0 17.790000000 
voltage 9300902000000 0 2.902899554 
voltage_min 9300902000000 0 2.567900000 
voltage_max 9300902000000 0 2.928131667 
residual 9331002000000 0 17.766666667 
voltage 9331002000000 0 2.902666221 
voltage_min 9331002000000 0 2.567666667 
voltage_max 9331002000000 0 2.927898333 
residual 9361102000000 0 17.743333333 
voltage 9361102000000 0 2.902432888 
voltage_min 9361102000000 0 2.567433333 
voltage_max 9361102000000 0 2.927665000 
residual 9391202000000 0 17.720000000 
voltage 9391202000000 0 2.902199554 
voltage_min 9391202000000 0 2.567200000 
voltage_max 9391202000000 0 2.927431667 
residual 9421302000000 0 17.696666667 
voltage 9421302000000 0 2.901966221 
voltage_min 9421302000000 0 2.566966667 
voltage_max 9421302000000 0 2.927198333 
residual 9451402000000 0 17.673333333 
voltage 9451402000000 0 2.901732888 
voltage_min 9451402000000 0 2.566733333 
voltage_max 9451402000000 0 2.926965000 
residual 9481502000000 0 17.650000000 
voltage 9481502000000 0 2.901499554 
voltage_min 9481502000000 0 2.566500000 
voltage_max 9481502000000 0 2.926731667 
residual 9511602000000 0 17.626666667 
voltage 9511602000000 0 2.901266221 
voltage_min 9511602000000 0 2.566266667 
voltage_max 9511602000000 0 2.926498333 
residual 9541702000000 0 17.603333333 
voltage 9541702000000 0 2.901032888 
voltage_min 9541702000000 0 2.566033333 
voltage_max 9541702000000 0 2.926265000 
residual 9571802000000 0 17.580000000 
voltage 9571802000000 0 2.900799554 
voltage_min 9571802000000 0 2.565800000 
voltage_max 9571802000000 0 2.926031667 
residual 9601902000000 0 17.556666667 
voltage 9601902000000 0 2.900566221 
voltage_min 9601902000000 0 2.565566667 
voltage_max 9601902000000 0 2.925798333 
residual 9632002000000 0 17.533333333 
voltage 9632002000000 0 2.900332888 
voltage_min 9632002000000 0 2.565333333 
voltage_max 9632002000000 0 2.925565000 
residual 9662102000000 0 17.510000000 
voltage 9662102000000 0 2.900099554 
voltage_min 9662102000000 0 2.565100000 
voltage_max 9662102000000 0 2.925331667 
residual 9692202000000 0 17.486666667 
voltage 9692202000000 0 2.899866221 
voltage_min 9692202000000 0 2.564866667 
voltage_max 9692202000000 0 2.925098333 
residual 9722302000000 0 17.463333333 
voltage 9722302000000 0 2.899632888 
voltage_min 9722302000000 0 2.564633333 
voltage_max 9722302000000 0 2.924865000 
residual 9752402000000 0 17.440000000 
voltage 9752402000000 0 2.899399554 
voltage_min 9752402000000 0 2.564400000 
voltage_max 9752402000000 0 2.924631667 
residual 9782502000000 0 17.416666667 
voltage 9782502000000 0 2.899166221 
voltage_min 9782502000000 0 2.564166667 
voltage_max 9782502000000 0 2.924398333 
residual 9812602000000 0 17.393333333 
voltage 9812602000000 0 2.898932888 
voltage_min 9812602000000 0 2.563933333 
voltage_max 9812602000000 0 2.924165000 
residual 9842702000000 0 17.370000000 
voltage 9842702000000 0 2.898699554 
voltage_min 9842702000000 0 2.563700000 
voltage_max 9842702000000 0 2.923931667 
residual 9872802000000 0 17.346666667 
voltage 9872802000000 0 2.898466221 
voltage_min 9872802000000 0 2.563466667 
voltage_max 9872802000000 0 2.923698333 
residual 9902902000000 0 17.323333333 
voltage 9902902000000 0 2.898232888 
voltage_min 9902902000000 0 2.563233333 
voltage_max 9902902000000 0 2.923465000 
residual 9933002000000 0 17.300000000 
voltage 9933002000000 0 2.897999554 
voltage_min 9933002000000 0 2.563000000 
voltage_max 9933002000000 0 2.923231667 
residual 9963102000000 0 17.276666667 
voltage 9963102000000 0 2.897766221 
voltage_min 9963102000000 0 2.562766667 
voltage_max 9963102000000 0 2.922998333 
residual 9993202000000 0 17.253333333 
voltage 9993202000000 0 2.897532888 
voltage_min 9993202000000 0 2.562533333 
voltage_max 9993202000000 0 2.922765000 
residual 10023302000000 0 17.230000000 
voltage 10023302000000 0 2.897299554 
voltage_min 10023302000000 0 2.562300000 
voltage_max 10023302000000 0 2.922531667 
residual 10053402000000 0 17.206666667 
voltage 10053402000000 0 2.897066221 
voltage_min 10053402000000 0 2.562066667 
voltage_max 10053402000000 0 2.922298333 
residual 10083502000000 0 17.183333333 
voltage 10083502000000 0 2.896832888 
voltage_min 10083502000000 0 2.561833333 
voltage_max 10083502000000 0 2.922065000 
residual 10113602000000 0 17.160000000 
voltage 10113602000000 0 2.896599554 
voltage_min 10113602000000 0 2.561600000 
voltage_max 10113602000000 0 2.921831667 
residual 10143702000000 0 17.136666667 
voltage 10143702000000 0 2.896366221 
voltage_min 10143702000000 0 2.561366667 
voltage_max 10143702000000 0 2.921598333 
residual 10173802000000 0 17.113333333 
voltage 10173802000000 0 2.896132888 
voltage_min 10173802000000 0 2.561133333 
voltage_max 10173802000000 0 2.921365000 
residual 10203902000000 0 17.090000000 
voltage 10203902000000 0 2.895899554 
voltage_min 10203902000000 0 2.560900000 
voltage_max 10203902000000 0 2.921131667 
residual 10234002000000 0 17.066666667 
voltage 10234002000000 0 2.895666221 
voltage_min 10234002000000 0 2.560666667 
voltage_max 10234002000000 0 2.920898333 
residual 10264102000000 0 17.043333333 
voltage 10264102000000 0 2.895432888 
voltage_min 10264102000000 0 2.560433333 
voltage_max 10264102000000 0 2.920665000 
residual 10294202000000 0 17.020000000 
voltage 10294202000000 0 2.895199554 
voltage_min 10294202000000 0 2.560200000 
voltage_max 10294202000000 0 2.920431667 
residual 10324302000000 0 16.996666667 
voltage 10324302000000 0 2.894966221 
voltage_min 10324302000000 0 2.559966667 
voltage_max 10324302000000 0 2.920198333 
residual 10354402000000 0 16.973333333 
voltage 10354402000000 0 2.894732888 
voltage_min 10354402000000 0 2.559733333 
voltage_max 10354402000000 0 2.919965000 
residual 10384502000000 0 16.950000000 
voltage 10384502000000 0 2.894499554 
voltage_min 10384502000000 0 2.559500000 
voltage_max 10384502000000 0 2.919731667 
residual 10414602000000 0 16.926666667 
voltage 10414602000000 0 2.894266221 
voltage_min 10414602000000 0 2.559266667 
voltage_max 10414602000000 0 2.919498333 
residual 10444702000000 0 16.903333333 
voltage 10444702000000 0 2.894032888 
voltage_min 10444702000000 0 2.559033333 
voltage_max 10444702000000 0 2.919265000 
residual 10474802000000 0 16.880000000 
voltage 10474802000000 0 2.893799554 
voltage_min 10474802000000 0 2.558800000 
voltage_max 10474802000000 0 2.919031667 
residual 10504902000000 0 16.856666667 
voltage 10504902000000 0 2.893566221 
voltage_min 10504902000000 0 2.558566667 
voltage_max 10504902000000 0 2.918798333 
residual 10535002000000 0 16.833333333 
voltage 10535002000000 0 2.893332888 
voltage_min 10535002000000 0 2.558333333 
voltage_max 10535002000000 0 2.918565000 
residual 10565102000000 0 16.810000000 
voltage 10565102000000 0 2.893099554 
voltage_min 10565102000000 0 2.558100000 
voltage_max 10565102000000 0 2.918331667 
residual 10595202000000 0 16.786666667 
voltage 10595202000000 0 2.892866221 
voltage_min 10595202000000 0 2.557866667 
voltage_max 10595202000000 0 2.918098333 
residual 10625302000000 0 16.763333333 
voltage 10625302000000 0 2.892632888 
voltage_min 10625302000000 0 2.557633333 
voltage_max 10625302000000 0 2.917865000 
residual 10655402000000 0 16.740000000 
voltage 10655402000000 0 2.892399554 
voltage_min 10655402000000 0 2.557400000 
voltage_max 10655402000000 0 2.917631667 
residual 10685502000000 0 16.716666667 
voltage 10685502000000 0 2.892166221 
voltage_min 10685502000000 0 2.557166667 
voltage_max 10685502000000 0 2.917398333 
